p_value	real_mean	simulated_mean	simulated_std
0.5835343072363955	0.3333333333333333	0.2633246527777777	0.19698313688764602
0.5742484151649248	0.3333333333333333	0.24474826388888887	0.19735029875498525
0.5949149312973518	0.3333333333333333	0.3236545138888889	0.19898638961200713
0.5246154947892132	0.3333333333333333	0.2787016369047619	0.21759873326429072
0.5633119871096416	0.3333333333333333	0.3369047619047619	0.23732372632454177
0.5187201550439586	0.3333333333333333	0.3271096850198413	0.2551324514977463
0.5126625079413102	0.3333333333333333	0.35128038194444444	0.2534557885820464
0.4984419746906439	0.3333333333333333	0.32300450562169314	0.25841751594988027
0.582776896122554	0.3333333333333333	0.35661892361111114	0.24524451511741624
0.4267357473208845	0.47916666666666663	0.2789940889550264	0.28006719467289165
0.32862180568945976	0.625	0.26117931547619044	0.2717322699693933
0.2974594489375889	0.625	0.27861224785052907	0.3263523100073561
0.33726068669144393	0.625	0.30531218998015874	0.3062885609906945
0.36194027105432747	0.625	0.3164976588804714	0.3208621720942169
0.31824624921674183	0.625	0.29337952628968256	0.29360828802793554
0.289475643945301	0.625	0.29565817212301587	0.31983187760960685
0.28265515492260307	0.625	0.27787285052910055	0.3130380690142043
0.312796645701518	0.625	0.3034794560185185	0.31335600635235594
0.1555902215297013	0.7708333333333334	0.2781162161044973	0.32109068255795903
0.20306239454413103	0.5	0.2805101011546324	0.3052889770367415
0.22277278906872666	0.5	0.29679868344907406	0.3235071112468173
0.21683908087901654	0.5	0.29101577892593516	0.3180863715754261
0.2988489679009846	0.38541666666666663	0.2680607474845756	0.3095718160846227
0.25034404864434423	0.4041666666666667	0.26736742260581875	0.3174330976172153
0.24433012647196667	0.3277777777777778	0.22997015437330232	0.30124581591061206
0.15580945875847313	0.33779761904761907	0.20441417459413247	0.3024441743612297
0.1455711632910172	0.3203125	0.1983488847995185	0.292407595938335
0.13949901999054787	0.3125	0.18904099417061243	0.28512585014152814
0.16334137414880512	0.23809523809523808	0.14910122131474385	0.26725395466272206
0.14649952875456135	0.2362433862433862	0.14572858357268112	0.2721596254629763
0.12470038392949465	0.24542705971277398	0.1332914969629051	0.2516508753018122
0.15488116726776174	0.2525396825396825	0.1504277142387526	0.2876143347489552
0.15291739437180107	0.2525396825396825	0.14964706846729967	0.2918597241023932
0.15879448586038827	0.23455988455988455	0.13573239577253676	0.2531553036700325
0.16453766415280546	0.22505050505050506	0.12567978891650783	0.2241078142365247
0.13503509223518323	0.22505050505050506	0.12407567291409372	0.22585763983471574
0.14977551966262384	0.21752525252525254	0.1215421484831029	0.2240309848001015
0.10613204451170168	0.22888888888888886	0.10855551546488659	0.20891599245035777
0.14378458644054443	0.22888888888888886	0.11474791779918828	0.2099677938810781
0.11095728198027516	0.2122178896372445	0.10716954696728669	0.20444441578914332
